#9.0.0.7|http://www.ibm.com/software/repositorymanager/V9WASILAN|com.ibm.websphere.ILAN.v90_9.0.7.20180302_0440
#9.0.0.8|http://www.ibm.com/software/repositorymanager/V9WASILAN|com.ibm.websphere.ILAN.v90_9.0.8.20180530_1827
#9.0.0.9|http://www.ibm.com/software/repositorymanager/V9WASILAN|com.ibm.websphere.ILAN.v90_9.0.9.20180906_1004
8.5.5.4|http://www.ibm.com/software/repositorymanager/com.ibm.websphere.DEVELOPERSILAN.v85|com.ibm.websphere.DEVELOPERS.v85
